"","Date","Open","High","Low","Close","Volume","Adjusted Close"
"326",2014-03-19,60.84,60.84,60.82,60.82,300,58.12
"327",2014-03-17,60.47,60.58,60.46,60.46,1400,57.77
"328",2014-03-14,60.79,60.79,60.79,60.79,100,58.09
"329",2014-03-13,61.83,61.83,61.35,61.57,1400,58.83
"330",2014-03-12,61.2,61.2,60.82,61.13,1400,58.41
"331",2014-03-11,61.44,61.44,61.44,61.44,100,58.71
"332",2014-03-10,61.34,61.34,61.34,61.34,4000,58.61
"333",2014-03-07,61.87,61.87,61.87,61.87,0,59.12
"334",2014-03-05,61.7,61.7,61.7,61.7,200,58.96
"335",2014-03-04,61.17,61.38,61.17,61.38,400,58.65
"336",2014-03-03,61.07,61.07,60.98,60.98,5600,58.27
"337",2014-02-28,61.27,61.3,61.27,61.3,300,58.58
"338",2014-02-27,61.6,61.6,61.4,61.4,200,58.67
"339",2014-02-26,61.62,61.62,61.62,61.62,400,58.88
"340",2014-02-25,61.71,61.72,61.71,61.72,600,58.98
"341",2014-02-24,61.58,61.71,61.58,61.71,1300,58.97
"342",2014-02-21,61.6,61.6,61.49,61.49,100,58.76
"343",2014-02-20,61.3,61.36,61.23,61.23,2500,58.51
"344",2014-02-19,61.17,61.26,61.17,61.19,1400,58.47
"345",2014-02-18,60.94,60.96,60.88,60.88,800,58.17
"346",2014-02-17,60.67,60.72,60.67,60.72,1200,58.02
"347",2014-02-14,60.12,60.3,60.12,60.3,1800,57.62
"348",2014-02-13,59.89,59.98,59.89,59.98,500,57.31
"349",2014-02-10,58.79,58.79,58.61,58.61,1000,56
"350",2014-02-07,58.21,58.35,58.18,58.2,4200,55.61
"351",2014-02-06,57.88,57.88,57.8,57.8,500,55.23
"352",2014-02-05,57.26,57.26,57.26,57.26,600,54.71
"353",2014-02-04,57.45,57.45,57.45,57.45,0,54.9
"354",2014-02-03,58.24,58.54,58.24,58.48,600,55.88
"355",2014-01-31,58.51,58.51,58.4,58.4,5100,55.8
"356",2014-01-30,58.4,58.56,58.4,58.56,300,55.96
"357",2014-01-29,58.66,58.66,58.5,58.65,2600,56.04
"358",2014-01-28,58.36,58.55,58.36,58.45,2000,55.85
"359",2014-01-23,59.92,59.92,59.92,59.92,0,57.26
"360",2014-01-22,59.72,59.72,59.72,59.72,500,57.07
"361",2014-01-21,59.55,60,59.54,60,900,57.33
"362",2014-01-20,59.4,59.74,59.4,59.74,1100,57.08
"363",2014-01-17,59.63,59.63,59.63,59.63,300,56.98
"364",2014-01-16,59.61,59.62,59.61,59.61,500,56.96
"365",2014-01-14,59.2,59.2,58.83,58.83,1100,56.22
"366",2014-01-13,59.63,59.67,59.63,59.66,1300,57.01
"367",2014-01-10,60.12,60.12,59.96,59.96,1500,57.29
"368",2014-01-09,59.97,59.97,59.92,59.92,700,57.26
"369",2014-01-06,60.44,60.5,60.2,60.2,5100,57.52
"370",2014-01-03,60.41,60.41,60.32,60.32,1200,57.64
"371",2014-01-02,60.92,60.92,60.92,60.92,400,58.21
"372",2013-12-30,61.25,61.25,61.25,61.25,1000,57.84
"373",2013-12-27,61.28,61.28,61.25,61.25,100,57.84
"374",2013-12-23,60.63,60.63,60.45,60.45,1200,57.08
"375",2013-12-19,58.95,58.95,58.91,58.91,3000,55.63
"376",2013-12-18,58.5,58.5,58.42,58.42,4300,55.17
"377",2013-12-17,58.52,58.64,58.22,58.22,8100,54.98
"378",2013-12-16,58.12,58.22,58.03,58.03,1900,54.8
"379",2013-12-13,57.98,57.98,57.98,57.98,0,54.75
"380",2013-12-12,58,58,58,58,0,54.77
"381",2013-12-11,59,59,58.79,58.8,12100,55.53
"382",2013-12-10,59.5,59.5,59.42,59.42,3100,56.11
"383",2013-12-09,59.35,59.35,59,59,2500,55.71
"384",2013-12-05,60.36,60.36,59.99,60.06,1300,56.72
"385",2013-12-03,60.53,60.53,60.42,60.42,900,57.06
"386",2013-12-02,61.02,61.02,60.49,60.49,3000,57.12
"387",2013-11-29,61.09,61.09,61.09,61.09,600,57.69
"388",2013-11-28,61.39,61.39,61.39,61.39,0,57.97
"389",2013-11-27,61.28,61.28,61.23,61.24,600,57.83
"390",2013-11-26,61.26,61.35,61.2,61.2,400,57.79
"391",2013-11-25,61.5,61.5,61.26,61.26,3000,57.85
"392",2013-11-22,61.21,61.21,61.21,61.21,700,57.8
"393",2013-11-21,60.64,60.64,60.64,60.64,0,57.26
"394",2013-11-20,61.13,61.14,60.86,60.86,2600,57.47
"395",2013-11-19,61.29,61.29,61.29,61.29,200,57.88
"396",2013-11-18,61.31,61.59,61.31,61.57,5700,58.14
"397",2013-11-14,61,61.22,60.98,61.22,1200,57.81
"398",2013-11-13,61.29,61.29,60.24,60.24,600,56.89
"399",2013-11-12,61.86,61.86,61.8,61.8,100,58.36
"400",2013-11-11,61.86,61.86,61.55,61.55,3400,58.12
"401",2013-11-08,61.73,61.93,61.73,61.73,7100,58.29
"402",2013-11-07,61.97,62.03,61.91,61.91,2600,58.46
"403",2013-11-06,61.67,61.82,61.59,61.82,1200,58.38
"404",2013-11-05,61.69,61.72,61.67,61.71,1200,58.27
"405",2013-11-04,61.66,61.66,61.56,61.56,400,58.13
"406",2013-10-31,61.6,61.7,61.5,61.66,6800,58.23
"407",2013-10-30,61.82,61.82,61.71,61.75,4300,58.31
"408",2013-10-29,61.76,61.76,61.69,61.69,100,58.25
"409",2013-10-28,61.79,61.86,61.79,61.86,2400,58.41
"410",2013-10-25,61.14,61.14,61.1,61.1,2400,57.7
"411",2013-10-24,61.12,61.12,60.63,60.85,1500,57.46
"412",2013-10-23,60.85,60.85,60.85,60.85,0,57.46
"413",2013-10-22,60.67,60.85,60.67,60.85,600,57.46
"414",2013-10-21,60.7,60.73,60.6,60.6,2700,57.23
"415",2013-10-18,60.03,60.15,60.03,60.15,2300,56.8
"416",2013-10-17,59.79,59.79,59.68,59.75,2300,56.42
"417",2013-10-16,59.55,59.55,59.55,59.55,200,56.23
"418",2013-10-14,58.82,58.82,58.68,58.68,100,55.41
"419",2013-10-10,57.96,57.96,57.96,57.96,1100,54.73
"420",2013-10-09,57.93,57.93,57.93,57.93,0,54.7
"421",2013-10-08,58.02,58.16,57.99,58.14,900,54.9
"422",2013-10-07,58.44,58.44,58.44,58.44,0,55.19
"423",2013-10-04,58.74,58.74,58.74,58.74,1400,55.47
"424",2013-10-03,59.29,59.29,59.29,59.29,2700,55.99
"425",2013-10-02,58.82,58.82,58.78,58.78,0,55.51
"426",2013-10-01,59,59,58.83,58.83,4700,55.55
"427",2013-09-30,60.13,60.13,59.77,59.77,1500,55.78
"428",2013-09-27,60.65,60.65,60.58,60.58,100,56.54
"429",2013-09-26,60.42,60.42,60.42,60.42,0,56.39
"430",2013-09-25,60,60.25,60,60.25,1700,56.23
"431",2013-09-24,59.82,59.93,59.82,59.93,1300,55.93
"432",2013-09-19,60.54,60.54,60.54,60.54,400,56.5
"433",2013-09-18,59.9,59.9,59.9,59.9,0,55.9
"434",2013-09-17,60.15,60.15,59.85,59.85,200,55.86
"435",2013-09-16,60.05,60.13,59.99,59.99,800,55.99
"436",2013-09-13,59.71,59.71,59.71,59.71,300,55.73
"437",2013-09-12,59.87,59.87,59.87,59.87,1400,55.88
"438",2013-09-11,59.75,59.75,59.75,59.75,200,55.76
"439",2013-09-10,59.48,59.5,59.48,59.5,2200,55.53
"440",2013-09-09,59.01,59.06,59.01,59.06,300,55.12
"441",2013-09-06,58.58,58.58,58.4,58.4,2100,54.5
"442",2013-09-05,58.81,58.81,58.51,58.51,6200,54.61
"443",2013-09-04,58.89,59,58.87,59,7200,55.06
"444",2013-09-03,59.4,59.4,59.25,59.25,6400,55.3
"445",2013-09-02,59.18,59.18,59.13,59.18,3100,55.23
"446",2013-08-30,57.97,58.17,57.97,58.17,1500,54.29
"447",2013-08-29,57.9,57.9,57.72,57.72,700,53.87
"448",2013-08-28,58.01,58.01,58.01,58.01,1400,54.14
"449",2013-08-27,58.25,58.25,58.25,58.25,700,54.36
"450",2013-08-26,58.45,58.45,58.45,58.45,1700,54.55
"451",2013-08-23,58.12,58.15,58.12,58.13,2900,54.25
"452",2013-08-22,57.16,57.35,57.16,57.35,200,53.52
"453",2013-08-21,57.54,57.54,57.54,57.54,600,53.7
"454",2013-08-20,57.8,57.8,57.6,57.6,900,53.76
"455",2013-08-16,57.83,57.83,57.76,57.76,800,53.91
"456",2013-08-15,58.37,58.42,58.3,58.35,5300,54.46
"457",2013-08-13,57.86,58.01,57.86,58.01,1300,54.14
"458",2013-08-12,57.58,57.76,57.58,57.76,700,53.91
"459",2013-08-08,56.88,57.21,56.88,57.21,400,53.39
"460",2013-08-07,57.09,57.09,57,57,300,53.2
"461",2013-08-05,57.8,57.82,57.74,57.74,1100,53.89
"462",2013-08-02,57.73,57.73,57.73,57.73,2800,53.88
"463",2013-07-30,56.99,56.99,56.81,56.82,2400,53.03
"464",2013-07-29,56.95,56.95,56.95,56.95,1500,53.15
"465",2013-07-26,57.01,57.01,56.97,56.97,700,53.17
"466",2013-07-23,56.35,56.35,56.28,56.3,2200,52.54
"467",2013-07-22,56.25,56.25,56.25,56.25,100,52.5
"468",2013-07-19,55.8,55.8,55.8,55.8,0,52.08
"469",2013-07-18,56.08,56.15,56.06,56.15,6300,52.4
"470",2013-07-17,56.1,56.13,56.1,56.13,1000,52.39
"471",2013-07-12,56.13,56.13,56.13,56.13,100,52.39
"472",2013-07-11,55.57,55.57,55.4,55.4,1500,51.7
"473",2013-07-10,55.21,55.49,55.21,55.48,14300,51.78
"474",2013-07-09,54.41,54.41,54.41,54.41,3900,50.78
"475",2013-07-08,54.3,54.3,53.93,53.93,4600,50.33
"476",2013-07-05,54.27,54.27,54.27,54.27,900,50.65
"477",2013-07-03,53.8,53.8,53.8,53.8,2700,50.21
"478",2013-07-02,53.6,53.6,53.6,53.6,0,50.02
"479",2013-07-01,53.22,53.22,53.19,53.19,8900,49.64
"480",2013-06-28,54.55,54.55,54.55,54.55,0,50.64
"481",2013-06-26,53.35,53.35,53.35,53.35,1000,49.53
"482",2013-06-25,52.63,52.63,52.63,52.63,100,48.86
"483",2013-06-24,52.73,52.74,52.73,52.74,2500,48.96
"484",2013-06-21,53.22,53.22,53.22,53.22,100,49.41
"485",2013-06-20,53.46,53.57,53.36,53.57,1600,49.73
"486",2013-06-19,54.57,54.66,54.57,54.66,100,50.74
"487",2013-06-18,54.36,54.36,54.36,54.36,2800,50.46
"488",2013-06-17,54.36,54.36,54.36,54.36,500,50.46
"489",2013-06-13,52.71,52.71,52.7,52.7,100,48.92
"490",2013-06-07,53.29,53.29,53.29,53.29,5000,49.47
"491",2013-06-06,54.1,54.1,53.99,53.99,100,50.12
"492",2013-06-04,54.98,54.98,54.98,54.98,100,51.04
"493",2013-05-30,55.44,55.48,55.44,55.48,200,51.5
"494",2013-05-29,55.73,55.73,55.73,55.73,200,51.74
"495",2013-05-28,56.01,56.04,55.9,55.9,400,51.89
"496",2013-05-27,55.68,55.68,55.61,55.61,800,51.62
"497",2013-05-24,55.97,55.97,55.78,55.78,100,51.78
"498",2013-05-23,57.24,57.24,56.95,56.95,1400,52.87
"499",2013-05-22,58.19,58.19,58.19,58.19,300,54.02
"500",2013-05-21,58.14,58.2,58.14,58.2,600,54.03
"501",2013-05-20,58.77,58.77,58.77,58.77,300,54.56
"502",2013-05-17,58.27,58.27,58.27,58.27,5000,54.09
"503",2013-05-15,58.3,58.3,58.3,58.3,0,54.12
"504",2013-05-14,58.5,58.53,58.5,58.53,400,54.34
"505",2013-05-10,58.28,58.28,58.28,58.28,1700,54.1
"506",2013-05-09,58.17,58.17,58.17,58.17,0,54
"507",2013-05-07,57.64,57.64,57.55,57.55,8600,53.43
"508",2013-05-01,58.04,58.04,58.04,58.04,0,53.88
"509",2013-04-30,58.01,58.01,58.01,58.01,200,53.85
"510",2013-04-26,57.35,57.35,57.12,57.12,8700,53.03
"511",2013-04-24,56.95,57,56.95,57,1000,52.92
"512",2013-04-18,55.37,55.37,55.37,55.37,2300,51.4
"513",2013-04-16,55.17,55.21,55.15,55.21,5100,51.25
"514",2013-04-15,55.08,55.27,55.08,55.27,100,51.31
"515",2013-04-12,55.79,55.79,55.76,55.76,100,51.76
"516",2013-04-09,54.82,54.82,54.82,54.82,400,50.89
"517",2013-04-08,54.99,54.99,54.49,54.49,1600,50.59
"518",2013-04-03,55.37,55.37,55,55,1000,51.06
"519",2013-04-02,55.21,55.21,55.21,55.21,100,51.25
"520",2013-03-21,55.65,55.65,55.64,55.64,300,51.36
"521",2013-03-18,56.06,56.44,56.06,56.12,300,51.8
"522",2013-03-14,56.89,56.89,56.6,56.6,100,52.24
"523",2013-03-04,56.58,56.58,56.57,56.57,300,52.21
"524",2013-02-28,56.58,56.58,56.58,56.58,1000,52.22
"525",2013-02-22,55.86,55.86,55.86,55.86,0,51.56
"526",2013-02-21,56.27,56.27,55.88,55.88,200,51.58
"527",2013-02-20,56.93,56.93,56.93,56.93,0,52.55
"528",2013-02-15,55.78,55.78,55.73,55.73,1600,51.44
"529",2013-02-14,55.3,55.3,55.3,55.3,0,51.04
"530",2013-02-12,54.7,54.7,54.7,54.7,100,50.49
"531",2013-02-11,54.72,54.72,54.72,54.72,100,50.51
"532",2013-02-07,54.5,54.5,54.5,54.5,100,50.3
"533",2013-02-06,54.14,54.19,54.14,54.19,400,50.02
"534",2013-02-04,54.09,54.09,54.01,54.01,200,49.85
"535",2013-02-01,54.1,54.1,54.1,54.1,0,49.93
"536",2013-01-30,53.79,53.89,53.79,53.88,200,49.73
"537",2013-01-29,53.89,53.89,53.89,53.89,500,49.74
"538",2013-01-21,52.35,52.35,52.35,52.35,900,48.32
"539",2013-01-18,52.38,52.38,52.38,52.38,200,48.35
"540",2013-01-08,51.91,51.91,51.83,51.83,1100,47.84
"541",2013-01-02,51.71,51.77,51.71,51.77,100,47.78
"542",2012-12-19,51.55,51.67,51.55,51.67,300,46.8
"543",2012-12-13,51.35,51.35,51.35,51.35,100,46.51
"544",2012-12-12,51.49,51.53,51.49,51.53,100,46.67
"545",2012-12-07,51.05,51.05,51.05,51.05,1000,46.24
"546",2012-11-26,49.37,49.37,49.37,49.37,1600,44.72
"547",2012-11-23,49.22,49.22,49.22,49.22,600,44.58
"548",2012-11-20,48.96,48.96,48.96,48.96,700,44.35
"549",2012-10-30,49.79,49.79,49.73,49.73,22000,45.04
"550",2012-10-26,49.78,49.78,49.6,49.6,70000,44.93
"551",2012-10-23,50.34,50.34,50.34,50.34,100,45.6
"552",2012-10-17,50.2,50.2,50.2,50.2,1300,45.47
"553",2012-10-16,49.89,49.89,49.8,49.8,1000,45.11
"554",2012-10-12,49.73,49.73,49.73,49.73,200,45.04
"555",2012-10-04,49.17,49.17,49.17,49.17,100,44.54
"556",2012-10-03,49.19,49.19,49.19,49.19,25000,44.55
"557",2012-09-27,48.88,49.29,48.88,49.29,200,44.01
"558",2012-09-26,49.1,49.1,49.1,49.1,100,43.84
"559",2012-09-12,48.88,48.88,48.88,48.88,400,43.65
"560",2012-09-07,48.38,48.38,48.38,48.38,500,43.2
"561",2012-09-06,48.38,48.38,48.38,48.38,700,43.2
"562",2012-09-04,48.68,48.68,48.68,48.68,200,43.47
"563",2012-08-31,48.3,48.33,48.27,48.27,3000,43.1
"564",2012-08-30,48.2,48.2,48.2,48.2,900,43.04
"565",2012-08-29,48.68,48.68,48.68,48.68,1000,43.47
"566",2012-08-23,48.95,48.95,48.95,48.95,5600,43.71
"567",2012-08-17,48.3,48.3,48.3,48.3,0,43.13
"568",2012-08-13,47.64,47.73,47.5,47.5,10200,42.41
"569",2012-08-08,47.85,47.85,47.85,47.85,5000,42.73
"570",2012-08-06,47.46,47.49,47.46,47.46,3800,42.38
"571",2012-08-03,46.98,46.98,46.98,46.98,100,41.95
"572",2012-07-26,45.85,45.85,45.85,45.85,0,40.94
"573",2012-07-25,45.64,45.64,45.64,45.64,800,40.75
"574",2012-07-23,45.62,45.62,45.62,45.62,0,40.73
"575",2012-07-17,45.76,45.76,45.76,45.76,100,40.86
"576",2012-07-03,45.55,45.55,45.53,45.53,100,40.65
"577",2012-07-02,45.52,45.52,45.52,45.52,400,40.65
"578",2012-06-29,45.05,45.16,45.05,45.16,16100,40.05
"579",2012-06-27,44.6,44.6,44.6,44.6,0,39.55
"580",2012-06-25,44.5,44.5,44.31,44.31,500,39.29
"581",2012-06-21,45.25,45.25,45.25,45.25,0,40.13
"582",2012-06-20,45.5,45.5,45.5,45.5,0,40.35
"583",2012-06-08,44.9,44.9,44.9,44.9,0,39.82
"584",2012-06-05,44.1,44.1,44.1,44.1,0,39.11
"585",2012-05-30,44.62,44.62,44.62,44.62,200,39.57
"586",2012-05-29,44.8,44.8,44.8,44.8,0,39.73
"587",2012-05-25,44.39,44.39,44.39,44.39,1100,39.36
"588",2012-05-23,44.5,44.5,44.5,44.5,100,39.46
"589",2012-05-17,45.5,45.5,45.5,45.5,0,40.35
"590",2012-05-16,46,46,46,46,0,40.79
"591",2012-05-14,47,47,47,47,0,41.68
"592",2012-05-07,46.9,46.9,46.9,46.9,0,41.59
"593",2012-05-01,47.8,47.8,47.8,47.8,0,42.39
"594",2012-04-27,47.2,47.2,47.2,47.2,0,41.85
"595",2012-04-24,47,47,47,47,0,41.68
"596",2012-04-23,47.06,47.06,47.06,47.06,100,41.73
"597",2012-04-17,46.57,46.57,46.45,46.45,0,41.19
"598",2012-04-13,46.6,46.6,46.6,46.6,0,41.32
"599",2012-04-11,45.89,45.89,45.89,45.89,200,40.69
"600",2012-03-15,46.06,46.06,46.06,46.06,3200,40.84
"601",2012-03-09,45.57,45.57,45.57,45.57,2200,40.41
"602",2012-03-01,46.13,46.18,46.13,46.18,3800,40.95
"603",2012-02-29,46.2,46.25,46.2,46.25,1400,41.01
"604",2012-02-24,46.25,46.25,46.25,46.25,10000,41.01
"605",2012-02-21,46.23,46.23,46.23,46.23,10000,40.99
"606",2012-02-15,45.6,45.6,45.6,45.6,0,40.44
"607",2012-02-10,45.94,45.94,45.85,45.85,100,40.66
"608",2012-02-02,46.07,46.07,46.02,46.07,3200,40.85
"609",2012-01-31,46.16,46.16,46.16,46.16,400,40.93
"610",2012-01-20,45.59,45.59,45.59,45.59,1000,40.43
"611",2012-01-17,45.19,45.42,45.19,45.42,0,40.28
"612",2012-01-12,44.95,44.95,44.95,44.95,1500,39.86
"613",2011-12-30,44.56,44.56,44.56,44.56,6400,39.51
"614",2011-12-20,44.46,44.49,44.45,44.49,30900,39.45
"615",2011-12-19,44.53,44.56,44.53,44.56,70000,39.51
"616",2011-12-15,45.5,45.5,45.21,45.21,300,40.09
"617",2011-12-14,45.94,45.94,45.94,45.94,1100,40.74
"618",2011-12-13,45.86,45.86,45.86,45.86,0,40.67
"619",2011-11-30,44.73,44.73,44.73,44.73,0,39.66
"620",2011-11-28,44.34,44.38,44.26,44.38,6100,39.35
"621",2011-11-25,43.4,43.4,43.4,43.4,0,38.49
"622",2011-11-15,46.76,46.76,46.73,46.73,14200,41.44
"623",2011-11-14,47.26,47.26,47.26,47.26,0,41.91
"624",2011-11-11,46.5,46.77,46.47,46.77,2100,41.47
"625",2011-11-09,47.54,47.54,47.54,47.54,400,42.16
"626",2011-10-28,48.03,48.03,48,48,0,42.56
"627",2011-10-20,45.28,45.3,44.98,44.99,5200,39.9
"628",2011-10-18,45.73,45.73,45.73,45.73,3000,40.55
"629",2011-10-07,44.88,45.43,44.85,45.43,2200,40.29
"630",2011-10-05,42.41,42.41,42.41,42.41,2300,37.61
"631",2011-09-22,43.64,43.67,43.3,43.31,6200,38.41
"632",2011-09-13,44.57,44.57,44.57,44.57,200,39.52
"633",2011-09-06,44.44,44.59,44.44,44.54,1100,39.5
"634",2011-08-31,46.4,46.47,46.37,46.47,1900,41.21
"635",2011-08-25,45.67,45.67,45.67,45.67,500,40.5
"636",2011-08-11,44.5,44.5,44.5,44.5,0,39.46
"637",2011-08-10,44.78,44.78,44.78,44.78,0,39.71
"638",2011-08-05,44.15,44.15,44.15,44.15,100,39.15
"639",2011-07-18,48.59,48.59,48.59,48.59,0,43.09
"640",2011-07-13,48.64,48.64,48.56,48.56,2200,43.06
"641",2011-07-12,48.71,48.71,48.71,48.71,1000,43.19
"642",2011-06-30,49.85,49.85,49.85,49.85,0,44.2
"643",2011-06-16,48.61,48.61,48.61,48.61,0,43.11
"644",2011-06-14,49.17,49.17,49.15,49.15,1000,43.58
"645",2011-06-08,48.92,48.92,48.92,48.92,500,43.38
"646",2011-06-07,48.9,48.9,48.9,48.9,0,43.36
"647",2011-06-06,49.04,49.04,49.04,49.04,0,43.49
"648",2011-06-03,49.32,49.32,46.86,46.86,500,41.55
"649",2011-06-01,50.46,50.64,49.8,49.8,1000,44.16
"650",2011-05-31,50.68,50.68,50.68,50.68,100,44.94
"651",2011-05-30,50.16,50.16,50.16,50.16,200,44.48
"652",2011-05-27,50.08,50.08,50.08,50.08,500,44.41
